method,neighbor_idx,cosine_distance,text_snippet
MUSAE,2047,0.0931081771850586,"['strong', 'evidence', 'face', 'processing', 'brain', 'localized', 'double', 'dissociation', 'prosopagnosia', 'face', 'recognition', 'deficit', 'occurring', 'brain', 'damage', 'visual', 'object', 'agnosia', 'difficulty', 'recognizing', 'kinds', 'complex', 'objects', 'indicates', 'face', 'nonface', 'object', 'recognition', 'served', 'partially', 'independent', 'neural', 'mechanisms', 'chapter', 'use', 'computational', 'models', 'face', 'processing', 'specialization', 'apparently', 'underlying', 'prosopagnosia', 'visual', 'object', 'agnosia', 'attributed', 'relatively', 'simple', 'competitive', 'selection', 'mechanism', 'development', 'devotes', 'neural', 'resources', 'tasks', 'best', 'performing', 'developing', 'infants', 'need', 'perform', 'subordinate', 'classification', 'identification', 'faces', 'early', 'infants', 'low', 'visual', 'acuity', 'birth', 'inspired', 'schonen', 'mancinis', 'arguments', 'factors', 'like', 'bias', 'visual', 'develop', 'specialized', 'face', 'processor', 'jacobs', 'kosslyns', 'experiments', 'mixtures', 'experts', 'modeling', 'paradigm', 'provide', 'preliminary', 'computational', 'demonstration', 'theory', 'accounts', 'double', 'dissociation', 'face', 'object', 'processing', 'present', 'feedforward', 'computational', 'models', 'visual', 'processing', 'models', 'selection', 'mechanism', 'gating', 'network', 'mediates', 'competition', 'modules', 'attempting', 'classify', 'input', 'stimuli', 'model', 'modules', 'simple', 'unbiased', 'classifiers', 'competition', 'sufficient', 'achieve', 'specialization', 'damaging', 'module', 'impairs', 'models', 'face', 'recognition', 'object', 'recognition', 'damaging', 'module', 'impairs', 'models', 'object', 'recognition', 'face', 'recognition', 'model', 'ii', 'bias', 'modules', 'providing', 'low', 'spatial', 'frequency', 'information', 'high', 'spatial', 'frequency', 'information', 'case', 'models', 'task', 'subordinate', 'classification', 'faces', 'superordinate', 'classification', 'objects', 'low', 'spatial', 'frequency', 'network', 'shows', 'stronger', 'specialization', 'faces', 'combination', 'tasks', 'inputs', 'shows', 'strong', 'specialization', 'results', 'support', 'idea', 'resembling', 'face', 'processing', 'module', 'arise', 'natural', 'consequence', 'infants', 'developmental', 'environment', 'innately', 'specified']"
MUSAE,1396,0.6232932209968567,"['icsim', 'simulator', 'structured', 'connectionism', 'development', 'icsi', 'structured', 'connectionism', 'characterized', 'need', 'flexibility', 'efficiency', 'support', 'design', 'reuse', 'modular', 'substructure', 'position', 'fast', 'objectoriented', 'language', 'like', 'sather', 'appropriate', 'implementation', 'medium', 'achieve', 'goals', 'core', 'icsim', 'consists', 'hierarchy', 'classes', 'correspond', 'simulation', 'entities', 'new', 'connectionist', 'models', 'realized', 'combining', 'specializing', 'preexisting', 'classes', 'possible', 'auxillary', 'functionality', 'separated', 'functional', 'modules', 'order', 'basic', 'hierarchy', 'clean', 'simple', 'possible']"
MUSAE,2155,0.6299046277999878,"['extended', 'version', 'dual', 'constraint', 'model', 'motor', 'endplate', 'morphogenesis', 'presented', 'includes', 'activity', 'dependent', 'independent', 'competition', 'supported', 'wide', 'range', 'recent', 'neurophysiological', 'evidence', 'indicates', 'strong', 'relationship', 'synaptic', 'efficacy', 'survival', 'computational', 'model', 'justified', 'molecular', 'level', 'predictions', 'match', 'developmental', 'regenerative', 'behaviour', 'real', 'synapses']"
TADW,2047,0.029819488525390625,"['strong', 'evidence', 'face', 'processing', 'brain', 'localized', 'double', 'dissociation', 'prosopagnosia', 'face', 'recognition', 'deficit', 'occurring', 'brain', 'damage', 'visual', 'object', 'agnosia', 'difficulty', 'recognizing', 'kinds', 'complex', 'objects', 'indicates', 'face', 'nonface', 'object', 'recognition', 'served', 'partially', 'independent', 'neural', 'mechanisms', 'chapter', 'use', 'computational', 'models', 'face', 'processing', 'specialization', 'apparently', 'underlying', 'prosopagnosia', 'visual', 'object', 'agnosia', 'attributed', 'relatively', 'simple', 'competitive', 'selection', 'mechanism', 'development', 'devotes', 'neural', 'resources', 'tasks', 'best', 'performing', 'developing', 'infants', 'need', 'perform', 'subordinate', 'classification', 'identification', 'faces', 'early', 'infants', 'low', 'visual', 'acuity', 'birth', 'inspired', 'schonen', 'mancinis', 'arguments', 'factors', 'like', 'bias', 'visual', 'develop', 'specialized', 'face', 'processor', 'jacobs', 'kosslyns', 'experiments', 'mixtures', 'experts', 'modeling', 'paradigm', 'provide', 'preliminary', 'computational', 'demonstration', 'theory', 'accounts', 'double', 'dissociation', 'face', 'object', 'processing', 'present', 'feedforward', 'computational', 'models', 'visual', 'processing', 'models', 'selection', 'mechanism', 'gating', 'network', 'mediates', 'competition', 'modules', 'attempting', 'classify', 'input', 'stimuli', 'model', 'modules', 'simple', 'unbiased', 'classifiers', 'competition', 'sufficient', 'achieve', 'specialization', 'damaging', 'module', 'impairs', 'models', 'face', 'recognition', 'object', 'recognition', 'damaging', 'module', 'impairs', 'models', 'object', 'recognition', 'face', 'recognition', 'model', 'ii', 'bias', 'modules', 'providing', 'low', 'spatial', 'frequency', 'information', 'high', 'spatial', 'frequency', 'information', 'case', 'models', 'task', 'subordinate', 'classification', 'faces', 'superordinate', 'classification', 'objects', 'low', 'spatial', 'frequency', 'network', 'shows', 'stronger', 'specialization', 'faces', 'combination', 'tasks', 'inputs', 'shows', 'strong', 'specialization', 'results', 'support', 'idea', 'resembling', 'face', 'processing', 'module', 'arise', 'natural', 'consequence', 'infants', 'developmental', 'environment', 'innately', 'specified']"
TADW,727,0.035887837409973145,"['recurrent', 'attractor', 'networks', 'offer', 'advantages', 'feedforward', 'networks', 'modeling', 'psychological', 'phenomena', 'dynamic', 'nature', 'allows', 'capture', 'time', 'course', 'cognitive', 'processing', 'learned', 'weights', 'easily', 'interpreted', 'soft', 'constraints', 'representational', 'components', 'significant', 'feature', 'networks', 'ability', 'facilitate', 'generalization', 'enforcing', 'formedness', 'constraints', 'intermediate', 'output', 'representations', 'attractor', 'networks', 'learn', 'systematic', 'regularities', 'formed', 'representations', 'exposure', 'small', 'number', 'examples', 'said', 'possess', 'articulated', 'attractors', 'paper', 'investigates', 'conditions', 'articulated', 'attractors', 'arise', 'recurrent', 'networks', 'trained', 'using', 'variants', 'backpropagation', 'results', 'computational', 'experiments', 'demonstrate', 'structured', 'attractors', 'spontaneously', 'appear', 'emergence', 'systematicity', 'appropriate', 'error', 'signal', 'presented', 'directly', 'recurrent', 'processing', 'elements', 'distal', 'error', 'signals', 'backpropagated', 'intervening', 'weights', 'pose', 'problems', 'networks', 'kind', 'present', 'simulation', 'results', 'discuss', 'reasons', 'difficulty', 'suggest', 'directions', 'future', 'attempts', 'surmount']"
TADW,1648,0.036397457122802734,"['strong', 'evidence', 'face', 'processing', 'localized', 'brain', 'double', 'dissociation', 'prosopagnosia', 'face', 'recognition', 'deficit', 'occurring', 'brain', 'damage', 'visual', 'object', 'agnosia', 'difficulty', 'recognizing', 'kinds', 'complex', 'objects', 'indicates', 'face', 'nonface', 'object', 'recognition', 'served', 'partially', 'independent', 'mechanisms', 'brain', 'neural', 'specialization', 'innate', 'learned', 'suggest', 'specialization', 'result', 'competitive', 'learning', 'mechanism', 'development', 'devotes', 'neural', 'resources', 'tasks', 'best', 'performing', 'suggest', 'specialization', 'arises', 'interaction', 'task', 'requirements', 'developmental', 'constraints', 'paper', 'present', 'feedforward', 'computational', 'model', 'visual', 'processing', 'modules', 'compete', 'classify', 'input', 'stimuli', 'module', 'receives', 'low', 'spatial', 'frequency', 'information', 'receives', 'high', 'spatial', 'frequency', 'information', 'task', 'identify', 'faces', 'simply', 'classifying', 'objects', 'low', 'frequency', 'network', 'shows', 'strong', 'specialization', 'faces', 'combination', 'tasks', 'inputs', 'shows', 'strong', 'specialization', 'results', 'support', 'idea', 'innatelyspecified', 'face', 'processing', 'module', 'unnecessary']"
TADW,1872,0.03712284564971924,"['multispert', 'parallel', 'straightforward', 'extension', 'spert', 'workstation', 'accelerator', 'predominantly', 'used', 'speech', 'recognition', 'research', 'icsi', 'order', 'deliver', 'high', 'performance', 'artificial', 'neural', 'network', 'training', 'requiring', 'changes', 'user', 'interfaces', 'exisiting', 'quicknet', 'ann', 'library', 'modified', 'run', 'multispert', 'report', 'present', 'algorithms', 'used', 'parallelization', 'quicknet', 'code', 'analyse', 'communication', 'computation', 'requirements', 'resulting', 'performance', 'model', 'yields', 'better', 'understanding', 'speedups', 'potential', 'bottlenecks', 'experimental', 'results', 'actual', 'training', 'runs', 'validate', 'model', 'demonstrate', 'achieved', 'performance', 'levels']"
TADW,2062,0.0376971960067749,"['large', 'class', 'machinelearning', 'problems', 'natural', 'language', 'require', 'characterization', 'linguistic', 'context', 'characteristic', 'properties', 'problems', 'feature', 'space', 'high', 'dimensionality', 'target', 'concepts', 'depend', 'small', 'subset', 'features', 'space', 'conditions', 'multiplicative', 'weightupdate', 'algorithms', 'winnow', 'shown', 'exceptionally', 'good', 'theoretical', 'properties', 'work', 'reported', 'present', 'algorithm', 'combining', 'variants', 'winnow', 'weightedmajority', 'voting', 'apply', 'problem', 'aforementioned', 'class', 'contextsensitive', 'spelling', 'correction', 'task', 'fixing', 'spelling', 'errors', 'happen', 'result', 'valid', 'words', 'substituting', 'casual', 'causal', 'evaluate', 'algorithm', 'winspell', 'comparing', 'bayspell', 'statisticsbased', 'method', 'representing', 'state', 'art', 'task', 'run', 'unpruned', 'set', 'features', 'winspell', 'achieves', 'accuracies', 'significantly', 'higher', 'bayspell', 'able', 'achieve', 'pruned', 'unpruned', 'condition', 'compared', 'systems', 'literature', 'winspell', 'exhibits', 'highest', 'performance', 'aspects', 'winspells', 'architecture', 'contribute', 'superiority', 'bayspell', 'primary', 'factor', 'able', 'learn', 'better', 'linear', 'separator', 'bayspell', 'learns', 'run', 'test', 'set', 'drawn', 'different', 'corpus', 'training', 'set', 'drawn', 'winspell', 'better', 'able', 'bayspell', 'adapt', 'using', 'strategy', 'present', 'combines', 'supervised', 'learning', 'training', 'set', 'unsupervised', 'learning', 'noisy', 'test', 'set']"
SINE,1648,0.3011293411254883,"['strong', 'evidence', 'face', 'processing', 'localized', 'brain', 'double', 'dissociation', 'prosopagnosia', 'face', 'recognition', 'deficit', 'occurring', 'brain', 'damage', 'visual', 'object', 'agnosia', 'difficulty', 'recognizing', 'kinds', 'complex', 'objects', 'indicates', 'face', 'nonface', 'object', 'recognition', 'served', 'partially', 'independent', 'mechanisms', 'brain', 'neural', 'specialization', 'innate', 'learned', 'suggest', 'specialization', 'result', 'competitive', 'learning', 'mechanism', 'development', 'devotes', 'neural', 'resources', 'tasks', 'best', 'performing', 'suggest', 'specialization', 'arises', 'interaction', 'task', 'requirements', 'developmental', 'constraints', 'paper', 'present', 'feedforward', 'computational', 'model', 'visual', 'processing', 'modules', 'compete', 'classify', 'input', 'stimuli', 'module', 'receives', 'low', 'spatial', 'frequency', 'information', 'receives', 'high', 'spatial', 'frequency', 'information', 'task', 'identify', 'faces', 'simply', 'classifying', 'objects', 'low', 'frequency', 'network', 'shows', 'strong', 'specialization', 'faces', 'combination', 'tasks', 'inputs', 'shows', 'strong', 'specialization', 'results', 'support', 'idea', 'innatelyspecified', 'face', 'processing', 'module', 'unnecessary']"
SINE,2052,0.3166908025741577,"['double', 'dissociation', 'prosopagnosia', 'face', 'recognition', 'deficit', 'occurring', 'brain', 'damage', 'visual', 'object', 'agnosia', 'difficulty', 'recognizing', 'kinds', 'complex', 'objects', 'indicates', 'face', 'nonface', 'object', 'recognition', 'served', 'partially', 'independent', 'mechanisms', 'brain', 'dissociation', 'result', 'competitive', 'learning', 'mechanism', 'development', 'devotes', 'neural', 'resources', 'tasks', 'best', 'performing', 'studies', 'normal', 'adult', 'performance', 'face', 'object', 'recognition', 'tasks', 'indicate', 'face', 'recognition', 'primarily', 'configural', 'involving', 'low', 'spatial', 'frequency', 'information', 'present', 'stimulus', 'relatively', 'large', 'distances', 'object', 'recognition', 'primarily', 'featural', 'involving', 'analysis', 'objects', 'parts', 'using', 'local', 'high', 'spatial', 'frequency', 'information', 'feedforward', 'computational', 'model', 'visual', 'processing', 'modules', 'compete', 'classify', 'input', 'stimuli', 'module', 'receives', 'low', 'spatial', 'frequency', 'information', 'receives', 'high', 'spatial', 'frequency', 'information', 'lowfrequency', 'module', 'shows', 'strong', 'specialization', 'face', 'recognition', 'combined', 'face', 'identificationobject', 'classification', 'task', 'series', 'experiments', 'shows', 'fine', 'discrimination', 'necessary', 'distinguishing', 'members', 'visually', 'homoge', 'neous', 'class', 'faces', 'relies', 'heavily', 'low', 'spatial', 'frequencies', 'present', 'stimulus']"
SINE,2047,0.37038755416870117,"['strong', 'evidence', 'face', 'processing', 'brain', 'localized', 'double', 'dissociation', 'prosopagnosia', 'face', 'recognition', 'deficit', 'occurring', 'brain', 'damage', 'visual', 'object', 'agnosia', 'difficulty', 'recognizing', 'kinds', 'complex', 'objects', 'indicates', 'face', 'nonface', 'object', 'recognition', 'served', 'partially', 'independent', 'neural', 'mechanisms', 'chapter', 'use', 'computational', 'models', 'face', 'processing', 'specialization', 'apparently', 'underlying', 'prosopagnosia', 'visual', 'object', 'agnosia', 'attributed', 'relatively', 'simple', 'competitive', 'selection', 'mechanism', 'development', 'devotes', 'neural', 'resources', 'tasks', 'best', 'performing', 'developing', 'infants', 'need', 'perform', 'subordinate', 'classification', 'identification', 'faces', 'early', 'infants', 'low', 'visual', 'acuity', 'birth', 'inspired', 'schonen', 'mancinis', 'arguments', 'factors', 'like', 'bias', 'visual', 'develop', 'specialized', 'face', 'processor', 'jacobs', 'kosslyns', 'experiments', 'mixtures', 'experts', 'modeling', 'paradigm', 'provide', 'preliminary', 'computational', 'demonstration', 'theory', 'accounts', 'double', 'dissociation', 'face', 'object', 'processing', 'present', 'feedforward', 'computational', 'models', 'visual', 'processing', 'models', 'selection', 'mechanism', 'gating', 'network', 'mediates', 'competition', 'modules', 'attempting', 'classify', 'input', 'stimuli', 'model', 'modules', 'simple', 'unbiased', 'classifiers', 'competition', 'sufficient', 'achieve', 'specialization', 'damaging', 'module', 'impairs', 'models', 'face', 'recognition', 'object', 'recognition', 'damaging', 'module', 'impairs', 'models', 'object', 'recognition', 'face', 'recognition', 'model', 'ii', 'bias', 'modules', 'providing', 'low', 'spatial', 'frequency', 'information', 'high', 'spatial', 'frequency', 'information', 'case', 'models', 'task', 'subordinate', 'classification', 'faces', 'superordinate', 'classification', 'objects', 'low', 'spatial', 'frequency', 'network', 'shows', 'stronger', 'specialization', 'faces', 'combination', 'tasks', 'inputs', 'shows', 'strong', 'specialization', 'results', 'support', 'idea', 'resembling', 'face', 'processing', 'module', 'arise', 'natural', 'consequence', 'infants', 'developmental', 'environment', 'innately', 'specified']"
SINE,428,0.4873770475387573,"['requirement', 'train', 'large', 'neural', 'networks', 'quickly', 'prompted', 'design', 'new', 'massively', 'parallel', 'supercomputer', 'using', 'custom', 'vlsi', 'design', 'features', 'processing', 'nodes', 'communicating', 'mesh', 'network', 'connected', 'directly', 'processor', 'chip', 'studies', 'peak', 'performance', 'range', 'billion', 'arithmetic', 'operations', 'second', 'paper', 'presents', 'case', 'custom', 'hardware', 'combines', 'neural', 'networkspecific', 'features', 'general', 'programmable', 'machine', 'architecture', 'briefly', 'describes', 'design', 'progress']"
SINE,1873,0.4944039583206177,"['paper', 'explore', 'distributed', 'database', 'allocation', 'problem', 'intractable', 'discuss', 'genetic', 'algorithms', 'used', 'successfully', 'solve', 'combinatorial', 'problems', 'experimental', 'results', 'ga', 'far', 'superior', 'greedy', 'heuristic', 'obtaining', 'optimal', 'near', 'optimal', 'fragment', 'placements', 'allocation', 'problem', 'various', 'data', 'sets']"
